ID,Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Living_With,Customer_Age,Total_Spending,Total_Purchases,Total_Accepted_Campaigns,Acceptance_Rate,Channel_Preference,Average_Purchase_Amount,Campaign_Engagement,Num_Children,Family_Size
5012,1989,Graduate,28691.0,1,0,2013-07-04,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,Partner,24,34,4,0,0.0,Store,8.5,0.0,1,3
7495,1948,Postgraduate,56223.0,0,1,2013-12-20,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,Partner,65,156,8,0,0.0,Store,19.5,0.0,1,3
5029,1946,Graduate,18100.0,0,0,2013-08-06,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,Partner,67,14,3,0,0.0,Store,4.666666666666667,0.0,0,2
10642,1989,Graduate,30279.0,1,0,2012-12-30,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,Alone,23,37,4,0,0.0,Store,9.25,0.0,1,2
2106,1974,Undergraduate,20130.0,0,0,2014-03-17,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,Partner,40,34,4,0,0.0,Store,8.5,0.0,0,2
10364,1959,Graduate,23295.0,0,0,2013-07-13,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Alone,54,20,3,0,0.0,Store,6.666666666666667,0.0,0,1
5954,1972,Postgraduate,42618.0,1,0,2013-10-09,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,Alone,41,192,9,0,0.0,Web,21.333333333333332,0.0,1,2
1137,1964,Graduate,81246.0,0,0,2013-12-29,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,Alone,49,1379,16,2,0.4,Store,86.1875,0.7,0,1
2541,1976,Graduate,24027.0,1,0,2013-06-09,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,Partner,37,48,5,0,0.0,Store,9.6,0.0,1,3
1142,1953,Postgraduate,55707.0,0,1,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,Partner,60,428,14,0,0.0,Store,30.571428571428573,0.0,1,3
2276,1955,Graduate,57959.0,0,1,2013-05-02,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,Alone,58,868,22,0,0.0,Store,39.45454545454545,0.0,1,2
2807,1969,Graduate,56796.0,0,1,2013-02-16,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,Partner,44,1001,24,0,0.0,Catalog,41.708333333333336,0.0,1,3
6471,1971,Postgraduate,36230.0,1,0,2013-10-17,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,Alone,42,59,6,0,0.0,Store,9.833333333333334,0.0,1,2
6131,1980,Undergraduate,70829.0,1,1,2013-12-01,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,Partner,33,431,14,0,0.0,Store,30.785714285714285,0.0,2,4
6233,1976,Graduate,65991.0,0,1,2012-09-07,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,Partner,36,971,24,0,0.0,Store,40.458333333333336,0.0,1,3
4148,1972,Graduate,38988.0,1,2,2012-08-20,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,Partner,40,348,12,0,0.0,Store,29.0,0.0,3,5
4947,1966,Undergraduate,89572.0,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,Alone,46,2059,23,2,0.4,Store,89.52173913043478,0.6000000000000001,0,1
3225,1984,Postgraduate,42207.0,1,0,2013-04-01,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,Partner,29,265,10,1,0.2,Store,26.5,0.5,1,3
7540,1952,Graduate,50300.0,0,1,2014-05-25,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,Partner,62,270,11,0,0.0,Store,24.545454545454547,0.0,1,3
10648,1982,Undergraduate,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,Partner,30,1289,18,0,0.0,Catalog,71.61111111111111,0.0,0,2
1992,1964,Graduate,60597.0,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,Partner,50,893,12,1,0.2,Store,74.41666666666667,0.2,1,3
7851,1949,Graduate,70165.0,0,0,2013-09-22,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,Alone,64,926,21,0,0.0,Store,44.095238095238095,0.0,0,1
8594,1958,Postgraduate,50520.0,0,1,2014-01-28,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,Alone,56,135,7,0,0.0,Web,19.285714285714285,0.0,1,2
7059,1963,Graduate,80124.0,0,0,2014-06-26,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,Partner,51,1495,18,1,0.2,Store,83.05555555555556,0.5,0,2
2815,1975,Graduate,33183.0,1,0,2014-02-24,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,Partner,39,120,7,0,0.0,Web,17.142857142857142,0.0,1,3
2416,1969,Postgraduate,66582.0,0,0,2014-03-03,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,Alone,45,1288,19,0,0.0,Store,67.78947368421052,0.0,0,1
9213,1970,Graduate,31880.0,1,0,2012-10-31,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,Alone,42,15,3,0,0.0,Store,5.0,0.0,1,2
9697,1951,Graduate,53790.0,0,2,2014-03-06,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,Partner,63,542,17,0,0.0,Store,31.88235294117647,0.0,2,4
3916,1971,Postgraduate,49269.0,1,0,2012-08-15,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,Partner,41,890,22,0,0.0,Store,40.45454545454545,0.0,1,3
2021,1975,Graduate,61456.0,0,1,2013-03-27,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,Partner,38,1388,29,0,0.0,Store,47.86206896551724,0.0,1,3
1581,1980,Graduate,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,Partner,33,17,3,0,0.0,Store,5.666666666666667,0.0,1,3
564,1981,Postgraduate,56937.0,1,0,2012-08-04,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,Partner,31,906,23,1,0.2,Store,39.391304347826086,0.4,1,3
6619,1978,Graduate,38415.0,1,1,2013-01-02,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,Partner,35,44,4,0,0.0,Store,11.0,0.0,2,4
9081,1988,Graduate,20518.0,1,0,2014-05-18,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,Alone,26,25,4,0,0.0,Store,6.25,0.0,1,2
178,1956,Graduate,62503.0,0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,Partner,57,973,22,0,0.0,Store,44.22727272727273,0.0,1,3
916,1972,Postgraduate,41644.0,1,1,2014-05-09,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,Alone,42,31,4,0,0.0,Store,7.75,0.0,2,3
5512,1977,Postgraduate,55842.0,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,Partner,37,518,16,0,0.0,Store,32.375,0.0,1,3
8970,1972,Postgraduate,62010.0,0,1,2012-10-23,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,Partner,40,530,15,0,0.0,Store,35.333333333333336,0.0,1,3
10581,1977,Graduate,41124.0,1,0,2012-10-31,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,Partner,35,506,14,0,0.0,Web,36.142857142857146,0.0,1,3
5300,1973,Postgraduate,38961.0,1,0,2013-12-30,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,Partner,40,70,5,0,0.0,Web,14.0,0.0,1,3
5154,1972,Postgraduate,37760.0,1,0,2013-08-11,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,Alone,41,54,5,0,0.0,Store,10.8,0.0,1,2
8346,1974,Graduate,32233.0,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,Alone,38,296,10,1,0.2,Web,29.6,0.5,1,2
1676,1975,Graduate,43057.0,0,1,2013-10-30,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,Partner,38,266,11,0,0.0,Store,24.181818181818183,0.0,1,3
9286,1960,Postgraduate,83151.0,0,0,2012-10-10,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,Partner,52,747,18,0,0.0,Catalog,41.5,0.0,0,2
2426,1964,Postgraduate,78825.0,0,0,2012-09-14,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,Alone,48,895,28,0,0.0,Store,31.964285714285715,0.0,0,1
5172,1976,Postgraduate,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,Partner,37,1053,15,0,0.0,Store,70.2,0.0,1,3
5562,1974,Graduate,60093.0,0,1,2013-06-26,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,Partner,39,735,19,0,0.0,Store,38.68421052631579,0.0,1,3
3436,1969,Graduate,14045.0,1,0,2014-01-26,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Partner,45,20,4,0,0.0,Store,5.0,0.0,1,3
3921,1952,Undergraduate,28457.0,0,0,2012-10-28,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,Alone,60,205,9,0,0.0,Web,22.77777777777778,0.0,0,1
3403,1958,Postgraduate,78952.0,0,1,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,Partner,54,2092,19,0,0.0,Store,110.10526315789474,0.0,1,3
22,1976,Graduate,46310.0,1,0,2012-12-03,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,Alone,36,309,12,0,0.0,Web,25.75,0.0,1,2
10965,1955,Graduate,76005.0,0,0,2013-02-22,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,Partner,58,1722,21,1,0.2,Store,82.0,0.2,0,2
9426,1964,Postgraduate,58308.0,0,1,2013-01-12,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,Alone,49,900,11,0,0.0,Catalog,81.81818181818181,0.0,1,2
6605,1944,Postgraduate,55614.0,0,0,2013-11-27,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,Alone,69,682,19,1,0.2,Web,35.89473684210526,0.4,0,1
3136,1962,Postgraduate,59432.0,0,1,2013-04-13,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,Alone,51,663,19,0,0.0,Store,34.89473684210526,0.0,1,2
8737,1978,Graduate,55563.0,0,1,2014-04-05,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,Alone,36,43,5,0,0.0,Store,8.6,0.0,1,2
716,1949,Postgraduate,67911.0,0,1,2014-05-22,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,Partner,65,976,24,0,0.0,Store,40.666666666666664,0.0,1,3
466,1944,Graduate,65275.0,0,0,2013-04-03,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,Partner,69,746,20,0,0.0,Store,37.3,0.0,0,2
9135,1950,Graduate,27203.0,1,1,2012-08-06,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,Partner,62,64,4,0,0.0,Store,16.0,0.0,2,4
10623,1961,Postgraduate,48330.0,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Partner,52,32,4,0,0.0,Store,8.0,0.0,1,3
8151,1990,Undergraduate,24279.0,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,Partner,22,263,8,0,0.0,Web,32.875,0.0,0,2
5140,1985,Postgraduate,64355.0,1,0,2012-08-24,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,Partner,27,1445,19,0,0.0,Store,76.05263157894737,0.0,1,3
10160,1956,Postgraduate,50943.0,0,1,2013-06-21,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Partner,57,46,4,0,0.0,Store,11.5,0.0,1,3
4945,1953,Graduate,53653.0,0,0,2012-11-07,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,Alone,59,1210,26,0,0.0,Store,46.53846153846154,0.0,0,1
10584,1976,Graduate,65665.0,0,1,2013-12-02,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,Partner,37,945,23,0,0.0,Catalog,41.08695652173913,0.0,1,3
6071,1989,Graduate,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,Alone,24,1157,21,0,0.0,Store,55.095238095238095,0.0,0,1
3386,1992,Graduate,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,Partner,21,137,7,0,0.0,Store,19.571428571428573,0.0,0,2
8939,1959,Graduate,61250.0,0,1,2012-12-16,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,Alone,53,730,19,0,0.0,Store,38.421052631578945,0.0,1,2
9925,1981,Postgraduate,39665.0,1,0,2013-05-25,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,Partner,32,216,9,1,0.2,Web,24.0,0.5,1,3
4320,1979,Graduate,60152.0,0,1,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,Alone,34,943,22,0,0.0,Store,42.86363636363637,0.0,1,2
5389,1964,Graduate,48920.0,0,2,2013-10-20,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,Partner,49,347,13,1,0.2,Web,26.692307692307693,0.4,2,4
6036,1959,Postgraduate,89120.0,0,0,2014-03-17,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,Partner,55,1924,18,1,0.2,Store,106.88888888888889,0.3,0,2
182,1946,Postgraduate,44124.0,0,1,2013-05-11,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,Partner,67,397,13,0,0.0,Web,30.53846153846154,0.0,1,3
11025,1961,Graduate,36443.0,1,1,2013-02-03,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,Partner,52,138,7,0,0.0,Web,19.714285714285715,0.0,2,4
10203,1990,Graduate,26095.0,1,0,2013-06-30,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Alone,23,42,4,0,0.0,Store,10.5,0.0,1,2
4607,1959,Graduate,71367.0,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,Partner,54,777,16,0,0.0,Store,48.5625,0.0,0,2
3711,1944,Postgraduate,80184.0,0,0,2014-03-01,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,Partner,70,1902,19,2,0.4,Store,100.10526315789474,0.5,0,2
3696,1965,Graduate,30630.0,1,1,2014-01-27,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,Alone,49,52,5,0,0.0,Store,10.4,0.0,2,3
2532,1987,Postgraduate,73454.0,0,0,2014-03-01,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,Alone,27,1651,12,1,0.2,Store,137.58333333333334,0.5,0,1
9214,1991,Graduate,42691.0,0,0,2013-08-16,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,Partner,22,358,12,0,0.0,Store,29.833333333333332,0.0,0,2
35,1987,Graduate,25545.0,1,0,2012-09-08,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,Partner,25,210,7,0,0.0,Store,30.0,0.0,1,3
2258,1986,Graduate,32880.0,1,0,2012-12-04,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,Partner,26,42,4,0,0.0,Store,10.5,0.0,1,3
4322,1958,Postgraduate,77863.0,0,0,2013-11-27,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,Partner,55,1291,19,0,0.0,Store,67.94736842105263,0.0,0,2
713,1977,Postgraduate,50353.0,0,0,2014-06-08,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,Partner,37,442,14,0,0.0,Store,31.571428571428573,0.0,0,2
4702,1964,Graduate,61839.0,0,0,2012-08-12,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,Alone,48,1895,16,0,0.0,Catalog,118.4375,0.0,0,1
3281,1960,Postgraduate,49154.0,1,1,2013-11-03,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,Partner,53,411,13,0,0.0,Store,31.615384615384617,0.0,2,4
702,1975,Undergraduate,47682.0,0,1,2013-02-15,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,Alone,38,521,15,0,0.0,Store,34.733333333333334,0.0,1,2
2004,1969,Graduate,72679.0,0,1,2013-09-18,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,Alone,44,1168,16,0,0.0,Catalog,73.0,0.0,1,2
4769,1977,Postgraduate,57954.0,1,1,2014-06-18,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,Partner,37,493,16,1,0.2,Web,30.8125,0.4,2,4
4437,1962,Graduate,65316.0,1,1,2013-04-24,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,Partner,51,260,10,0,0.0,Store,26.0,0.0,2,4
8724,1982,Graduate,28567.0,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,Alone,31,46,5,0,0.0,Store,9.2,0.0,1,2
10741,1951,Postgraduate,47352.0,0,1,2013-04-11,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,Partner,62,319,12,0,0.0,Web,26.583333333333332,0.0,1,3
1991,1967,Graduate,44931.0,0,1,2014-01-18,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,Partner,47,96,6,0,0.0,Store,16.0,0.0,1,3
6931,1967,Graduate,76982.0,0,0,2014-02-15,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,Alone,47,1062,15,1,0.2,Web,70.8,0.3,0,1
11096,1952,Undergraduate,57247.0,0,1,2013-08-08,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,Partner,61,232,10,0,0.0,Store,23.2,0.0,1,3
304,1981,Postgraduate,22944.0,1,0,2013-12-23,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,Alone,32,76,6,0,0.0,Web,12.666666666666666,0.0,1,2
3665,1977,Undergraduate,25315.0,1,0,2013-11-07,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,Partner,36,54,6,0,0.0,Web,9.0,0.0,1,3
10591,1969,Graduate,43638.0,0,1,2012-08-06,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,Alone,43,201,9,0,0.0,Web,22.333333333333332,0.0,1,2
5036,1984,Postgraduate,42710.0,1,0,2012-11-28,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,Alone,28,406,12,0,0.0,Catalog,33.833333333333336,0.0,1,2
7822,1976,Graduate,54058.0,0,1,2013-06-04,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,Partner,37,662,18,0,0.0,Store,36.77777777777778,0.0,1,3
8541,1990,Undergraduate,24683.0,1,0,2014-03-08,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,Partner,24,41,6,0,0.0,Store,6.833333333333333,0.0,1,3
10955,1964,Graduate,85620.0,0,0,2014-01-07,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,Alone,50,1600,13,0,0.0,Catalog,123.07692307692308,0.0,0,1
4368,1980,Graduate,47850.0,1,0,2013-12-03,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,Partner,33,134,7,0,0.0,Store,19.142857142857142,0.0,1,3
9671,1968,Graduate,19514.0,1,1,2014-01-26,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,Partner,46,69,6,1,0.2,Web,11.5,0.5,2,4
2256,1973,Postgraduate,27159.0,1,1,2014-03-29,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,Partner,41,21,4,0,0.0,Store,5.25,0.0,2,4
4279,1963,Undergraduate,39548.0,1,1,2014-03-31,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,Alone,51,54,5,0,0.0,Store,10.8,0.0,2,3
5371,1989,Graduate,21474.0,1,0,2014-04-08,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,Alone,25,91,6,1,0.2,Web,15.166666666666666,0.5,1,2
9240,1971,Postgraduate,60504.0,0,1,2014-02-07,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,Alone,43,526,16,0,0.0,Store,32.875,0.0,1,2
9460,1963,Graduate,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,Partner,50,162,7,0,0.0,Web,23.142857142857142,0.0,0,2
9504,1949,Postgraduate,81698.0,0,0,2013-11-06,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,Partner,64,1008,24,0,0.0,Store,42.0,0.0,0,2
8692,1952,Graduate,43462.0,1,1,2012-09-12,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,Partner,60,240,10,0,0.0,Store,24.0,0.0,2,4
448,1978,Postgraduate,54880.0,1,0,2013-03-01,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,Alone,35,795,19,0,0.0,Store,41.8421052631579,0.0,1,2
8314,1982,Graduate,79908.0,0,0,2013-04-05,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,Partner,31,1772,18,1,0.2,Store,98.44444444444444,0.3,0,2
8420,1970,Undergraduate,15315.0,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,Partner,43,64,6,0,0.0,Store,10.666666666666666,0.0,0,2
7685,1978,Graduate,33039.0,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,Partner,35,78,6,0,0.0,Store,13.0,0.0,1,3
3179,1980,Graduate,81741.0,0,0,2013-06-16,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,Alone,33,1572,19,0,0.0,Store,82.73684210526316,0.0,0,1
9780,1971,Postgraduate,71499.0,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,Partner,42,795,24,0,0.0,Store,33.125,0.0,1,3
10681,1970,Undergraduate,62466.0,0,1,2014-01-15,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,Partner,44,889,21,0,0.0,Store,42.333333333333336,0.0,1,3
10232,1963,Postgraduate,48799.0,0,1,2013-11-05,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,Alone,50,331,12,0,0.0,Store,27.583333333333332,0.0,1,2
4184,1950,Postgraduate,52157.0,0,1,2014-06-07,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,Partner,64,265,10,0,0.0,Store,26.5,0.0,1,3
9120,1962,Graduate,66565.0,0,1,2012-12-05,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,Alone,50,1065,15,0,0.0,Store,71.0,0.0,1,2
891,1951,Postgraduate,29298.0,1,1,2013-09-07,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,Partner,62,11,3,0,0.0,Store,3.6666666666666665,0.0,2,4
10381,1979,Graduate,47691.0,0,1,2013-07-05,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,Alone,34,21,3,0,0.0,Store,7.0,0.0,1,2
3525,1970,Graduate,38200.0,1,1,2012-12-07,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Partner,42,17,3,0,0.0,Store,5.666666666666667,0.0,2,4
6818,1974,Graduate,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,Partner,38,369,11,0,0.0,Web,33.54545454545455,0.0,1,3
3526,1968,Postgraduate,38443.0,1,1,2014-01-27,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,Partner,46,38,4,0,0.0,Store,9.5,0.0,2,4
8181,1978,Undergraduate,38593.0,1,0,2013-09-13,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,Alone,35,177,8,0,0.0,Web,22.125,0.0,1,2
1029,1970,Postgraduate,64413.0,0,1,2013-08-01,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,Partner,43,279,11,0,0.0,Web,25.363636363636363,0.0,1,3
7369,1981,Postgraduate,36959.0,1,0,2013-10-02,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,Partner,32,62,5,0,0.0,Store,12.4,0.0,1,3
2574,1977,Postgraduate,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,Partner,36,1230,18,3,0.6,Store,68.33333333333333,0.7000000000000001,1,3
8159,1968,Graduate,51287.0,1,1,2014-04-01,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,Partner,46,182,8,0,0.0,Web,22.75,0.0,2,4
1160,1970,Graduate,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,Partner,43,49,6,0,0.0,Web,8.166666666666666,0.0,2,4
